Time Period,Page,Title,Visits,Views,Average Time Viewed (seconds)
Nov-15,http://www.nyc.gov/html/oath/html/ecb/locations.shtml,OATH - ECB - CONTACT OATH ECB,1193,1462,194.98
Nov-15,http://www.nyc.gov/html/fdny/html/c_of_f/cof_requirements.shtml,Certificate of Fitness Requirements,1192,2174,120.41
Nov-15,http://www.nyc.gov/html/dob/html/development/license_Plumb_fire_suppression.shtml,Department of Buildings,1192,1916,104.53
Nov-15,http://www1.nyc.gov/site/hpd/vendors/doing-business.page,HPD - Vendors - Doing Business,1191,1579,26.14
Nov-15,http://www.nyc.gov/html/records/html/faq/faq.shtml,Department of Records - Frequently Asked Questions,1191,1483,89.92
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_006.shtml,NYPD - Precincts,1187,1430,67.44
Nov-15,http://www.nyc.gov/html/fhnyc/html/home/home.shtml,Fair Housing NYC,1187,1527,72.3
Nov-15,http://www.nyc.gov/html/dcp/html/zone/zh_r4.shtml,NYC Zoning - Zoning Districts,1184,1752,125.97
Nov-15,http://www.nyc.gov/html/doh/html/data/survey.shtml,New York City Department of Health and Mental Hygiene,1184,2005,81.650000000000006
Nov-15,http://www1.nyc.gov/site/hpd/about/press-releases/2015/11/11-20-15.page,11/20/15,1184,1381,56.5
Nov-15,http://www.nyc.gov/html/dep/html/customer_managers/index.shtml,Property Management and Trade Professionals,1183,1766,115.87
Nov-15,http://www1.nyc.gov/site/dca/businesses/live-chat.page,DCA - Businesses - Live Chat,1183,1566,166.07
Nov-15,http://www1.nyc.gov/site/nycha/about/departments.page,NYCHA - Departments,1181,2038,24.61
Nov-15,http://www.nyc.gov/html/dycd/html/contact/contact.shtml,DYCD - Contact DYCD,1180,1477,111.3
Nov-15,http://www1.nyc.gov/nyc-resources/faq/377/how-do-i-get-a-copy-of-a-police-report,How do I get a copy of a police report? | City of New York,1180,1606,105.88
Nov-15,http://www.nyc.gov/html/nypd/html/administration/department_co.shtml,NYPD - Administration,1180,1319,76.09
Nov-15,http://www.nyc.gov/html/records/html/library/chlibrary.shtml,Department of Records - City Hall Library,1179,1675,48.11
Nov-15,http://www.nyc.gov/html/nycwaterboard/html/rate_schedule/index.shtml,NYC Water Board - Rate Schedule,1178,1352,213.43
Nov-15,http://www.nyc.gov/html/lpc/html/publications/landmark_designations.shtml,LPC - Rules & Reports - Landmark Designations,1177,1857,234.38
Nov-15,http://www.nyc.gov/html/dot/html/pedestrians/streetdesignmanual.shtml,NYC DOT - Street Design Manual,1177,1643,206.9
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_068.shtml,NYPD - Precincts,1175,1411,98.5
Nov-15,http://www1.nyc.gov/office-of-the-mayor/news/121-14/new-york-city-s-paid-sick-leave-law-goes-effect-city-launches-public-education-outreach,New York City's Paid Sick Leave Law Goes Into Effect | City of New York,1173,1619,124.2
Nov-15,http://www.nyc.gov/html/dot/html/ferrybus/charterbus.shtml,NYC DOT - Charter Bus Guidelines,1173,1988,168.04
Nov-15,http://www1.nyc.gov/site/hra/locations/ocse-locations.page,HRA - OCSE Locations,1171,1425,83.97
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_010.shtml,NYPD - Precincts,1167,1336,79.94
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_090.shtml,NYPD - Precincts,1167,1363,106.12
Nov-15,http://www.nyc.gov/html/doh/html/career/internship-program.shtml,Health Research Training Program,1166,1673,40.31
Nov-15,http://www1.nyc.gov/site/finance/about/contact-by-email/contact-property-refund-request.page,Contact Us - Property Refund Request,1164,2604,251.86
Nov-15,http://www1.nyc.gov/nyc-resources/service/4706/housing-rules-and-regulations-for-nyc-owners-and-tenants,Housing Rules and Regulations for NYC Owners and Tenants | City of New York,1163,1482,134.56
Nov-15,http://www1.nyc.gov/nyc-resources/service/982/311-service-request-status,311 Service Request Status | City of New York,1161,1615,38.56
Nov-15,http://www.nyc.gov/html/cchr/html/about/about.shtml,Commission on Human Rights - About the Commission on Human Rights,1161,1602,55.59
Nov-15,http://www.nyc.gov/html/tlc/html/about/statistics.shtml,NYC Taxi & Limousine Commission - TLC Statistics,1159,1638,128.94999999999999
Nov-15,http://www1.nyc.gov/nycbusiness/description/sales-tax-vendor-certificate-of-authority,"Business | City of New York, Sales Tax Vendor Registration (Certificate of Authority),Sales Tax, Business Tax, business express, sales tax",1158,1441,219.72
Nov-15,http://www1.nyc.gov/site/acs/child-welfare/keeping-children-safe.page,ACS - Keeping Children Safe,1158,1484,79.7
Nov-15,http://www.nyc.gov/html/tlc/html/news/public_main.shtml,NYC Taxi & Limousine Commission - Public Notices,1156,1581,74.680000000000007
Nov-15,http://www.nyc.gov/html/dot/html/infrastructure/custom-signs.shtml,NYC DOT - Sign Sales,1154,1600,134.62
Nov-15,http://www.nyc.gov/html/opa/html/glossary/glossary.shtml,Office of Payroll Administration,1154,1401,116.19
Nov-15,http://www.nyc.gov/html/fund/html/home/home.shtml,Mayor's Fund to Advance New York City,1153,1469,78.739999999999995
Nov-15,http://www.nyc.gov/html/dcas/html/about/greenbook.shtml,DCAS - About DCAS - The Green Book,1153,1577,77.260000000000005
Nov-15,http://www.nyc.gov/html/mccm/html/applicants/applicants.shtml,Mayor's Committee on City Marshals,1152,1881,19.63
Nov-15,http://www1.nyc.gov/nyc-resources/service/2698/volunteer-opportunities,Volunteer Opportunities | City of New York,1152,1499,196.91
Nov-15,http://www1.nyc.gov/assets/finance/jump/property-maps/bk_fy16final.html,Brooklyn TC1 One Two Three Family House Search,1151,1439,139.78
Nov-15,http://www.nyc.gov/html/opa/html/contact/contact.shtml,Office of Payroll Administration,1149,1347,162.03
Nov-15,http://www.nyc.gov/html/dob/html/development/insurance_guidelines.shtml,Department of Buildings,1149,1529,159.16
Nov-15,http://www1.nyc.gov/site/olr/health/summaryofplans/health-full-spd-page.page,health-full-spd-page,1148,1831,127.09
Nov-15,http://www1.nyc.gov/site/finance/taxes/business-forms/business-forms-unincorporated-business-tax-ubt.page,Current Unincorporated Business Tax (UBT) Forms,1147,1501,194.59
Nov-15,http://www.nyc.gov/html/fdny/html/general/fdc/turner/biography.shtml,"Robert R. Turner II, First Deputy Commissioner, FDNY",1147,1477,47.8
Nov-15,http://www1.nyc.gov/site/finance/benefits/property-benefit-forms/benefits-forms-property-owners-condo-coop.page,Forms for Cooperative and Condominium Developments and Owners,1144,1926,72.95
Nov-15,http://www.nyc.gov/html/doc/html/about/hart_island.shtml,Hart Island - About - Department of Correction,1143,1847,125.63
Nov-15,http://www.nyc.gov/html/tlc/html/industry/sample_exam.shtml,NYC Taxi & Limousine Commission - Taxicab Operator Sample Exam,1143,2101,129.87
Nov-15,http://www1.nyc.gov/site/em/ready/get-prepared.page,NYCEM - Get Prepared,1143,1506,88.98
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_028.shtml,NYPD - Precincts,1141,1343,96.64
Nov-15,http://www1.nyc.gov/site/acs/early-care/enrolling.page,ACS - Enrolling,1141,2193,128.18
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_078.shtml,NYPD - Precincts,1140,1343,105.88
Nov-15,http://www1.nyc.gov/site/mocs/,Mayor's Office of Contract Services,1140,1655,44.86
Nov-15,http://www1.nyc.gov/nyc-resources/service/1126/health-insurance,Health Insurance | City of New York,1140,1529,63.96
Nov-15,http://www1.nyc.gov/site/operations/performance/mmr.page,Operations - Mayor's Management Report (MMR),1139,1786,186.83
Nov-15,http://www.nyc.gov/html/dcp/html/census/census_2010.shtml,Population - New York City Department of City Planning,1136,1785,59.11
Nov-15,http://www.nyc.gov/html/tlc/html/industry/dmv_insp_appointment_request_form.shtml,NYC Taxi & Limousine Commission - DMV Appointment Request,1135,2474,257.95
Nov-15,http://www1.nyc.gov/nyc-resources/service/1368/child-support,Child Support | City of New York,1134,1440,97.02
Nov-15,http://www1.nyc.gov/site/finance/taxes/property-overdue-balances-late-payments.page,property-overdue-balances-late-payments,1134,1404,17.07
Nov-15,http://www.nyc.gov/html/doh/html/services/vr-add-parent.shtml,How to Add another Parent's Name,1132,1573,206.17
Nov-15,http://www1.nyc.gov/site/hpd/section-8/applicants-where-you-can-rent.page,HPD - Section 8 - Applicants - Where You Can Rent,1131,1577,120.11
Nov-15,http://www.nyc.gov/html/nypd/html/property_clerk/property_offices.shtml,NYPD - Property Clerk,1130,1332,237.91
Nov-15,http://www.nyc.gov/html/doi/html/contact/contact.shtml,Contact DOI - Department of Investigation,1130,1511,103.6
Nov-15,http://www1.nyc.gov/assets/dsny/contact/services.shtml,DSNY - Contact - Services,1130,1809,19.96
Nov-15,http://www1.nyc.gov/nyc-resources/categories/transportation/sidewalks-driveways/,Sidewalks & Driveways | City of New York,1129,1657,63.66
Nov-15,http://www.nyc.gov/html/dycd/html/youthlanding/youthlanding.shtml,"DYCD - Youth, Teens & Families",1128,1627,222.48
Nov-15,http://www.nyc.gov/html/nypd/html/missing_persons/missing_persons_bk.shtml,NYPD - Missing Persons,1128,1433,46.48
Nov-15,http://www.nyc.gov/html/ceo/html/home/home.shtml,NYC Center for Economic Opportunity,1127,1523,49.54
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_022.shtml,NYPD - Precincts,1126,1287,85.87
Nov-15,http://www.nyc.gov/html/cchr/html/law/nyc-human-rights-ch1.shtml,Commission on Human Rights - NYC Human Rights Law - Chapter 1,1126,1494,227.55
Nov-15,http://www.nyc.gov/html/planyc/html/sustainability/sustainability.shtml,PlaNYC - Sustainability,1124,1701,74.59
Nov-15,http://www1.nyc.gov/nyc-resources/service/2427/service-dogs,Service Dogs | City of New York,1123,1565,67.91
Nov-15,http://www1.nyc.gov/site/acs/justice/juvenile-justice.page,ACS - Juvenile Justice,1123,1706,50.34
Nov-15,http://www.nyc.gov/html/lpc/html/about/about.shtml,LPC - About the Landmarks Preservation Commission,1122,1423,55.44
Nov-15,http://www.nyc.gov/html/dob/html/development/master_plumber_license_guide.shtml,Department of Buildings,1121,1358,160.56
Nov-15,http://www1.nyc.gov/site/wenyc/,Women Entrepreneurs NYC,1120,1565,120.11
Nov-15,http://www.nyc.gov/html/sbs/html/about/about.shtml,SBS - About SBS,1116,1378,79.28
Nov-15,http://www1.nyc.gov/nyc-resources/service/3003/musician-or-performer-permit,Musician or Performer Permit | City of New York,1116,1603,116.54
Nov-15,http://www1.nyc.gov/assets/finance/jump/water_sewage.html,Redirect to Water and Sewage History,1115,1354,162.51
Nov-15,http://www1.nyc.gov/site/hra/help/ada.page,HRA - Disability Access,1114,1398,92.12
Nov-15,http://www.nyc.gov/html/lpc/html/backlog95/backlog.shtml,LPC - Annoucements - Backlog,1113,2177,183.6
Nov-15,http://www.nyc.gov/html/doi/html/pr/pr.shtml,Press Room - Department of Investigation,1113,1479,20.399999999999999
Nov-15,http://www.nyc.gov/html/hia/html/get_health_insurance/medicaid_chip.shtml,Medicaid & CHP,1113,1307,192.69
Nov-15,http://www.nyc.gov/html/nypd/html/training_nypd/recruit_training_.shtml,"NYC.gov - City Information, Services and Programs",1112,1251,53.74
Nov-15,http://www1.nyc.gov/site/dhs/about/stats-and-reports.page,DHS - Stats & Reports,1112,2011,119.72
Nov-15,http://www1.nyc.gov/nyc-resources/service/2802/become-a-correction-officer,Become a Correction Officer | City of New York,1110,1855,14.21
Nov-15,http://www.nyc.gov/html/dot/html/infrastructure/sidewalk-inspection.shtml,NYC DOT - Sidewalk Inspection and Violations,1107,1706,119.07
Nov-15,http://www1.nyc.gov/site/finance/taxes/property-private-asset-auctions.page,property-private-asset-auctions,1107,1472,46.02
Nov-15,http://www.nyc.gov/html/doh/html/living/prep-pep-resources.shtml,PrEP & PEP: Resources,1104,1417,213.1
Nov-15,http://www.nyc.gov/html/mancb4/html/calendar/calendarnew.shtml,Calendar & Agendas - Manhattan Community Board 4,1104,1690,140.83000000000001
Nov-15,http://www.nyc.gov/html/law/html/careers/admitted-attorneys.shtml,New York City Law Department - Careers - Admitted Attorneys,1102,1446,39.22
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_107.shtml,NYPD - Precincts,1100,1311,107.7
Nov-15,http://www1.nyc.gov/site/finance/taxes/corporate-tax-reform.page,NYC Corporate Tax Reform,1099,1347,173.85
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_007.shtml,NYPD - Precincts,1099,1258,69.36
Nov-15,http://www1.nyc.gov/nyc-resources/service/1043/buses-subways-and-railroads,"Buses, Subways, and Railroads | City of New York",1098,1432,197.1
Nov-15,http://www.nyc.gov/html/nycppf/html/about_ppf/new.shtml,What's New - New York City Police Pension Fund,1097,1467,77.319999999999993
Nov-15,http://www1.nyc.gov/nyc-resources/service/2952/home-improvement-contractor-license-verification,Home Improvement Contractor License Verification | City of New York,1096,1716,133.5
Nov-15,http://www1.nyc.gov/site/dsny/recycling-and-garbage/collection-schedule.page,Collection Schedule,1095,1261,100.69
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_084.shtml,NYPD - Precincts,1095,1288,114.89
Nov-15,http://www.nyc.gov/html/dob/html/about/bill_of_rights.shtml,Department of Buildings - Language Access Implementation Plan,1095,1494,65.319999999999993
Nov-15,http://www.nyc.gov/html/nypd/html/press_relations/press_relations.shtml,NYPD - Press Relations,1095,1506,32.44
Nov-15,http://www1.nyc.gov/assets/finance/jump/fleet_payments.shtml,Weekly Fleet Payments,1095,1187,123.1
Nov-15,http://www1.nyc.gov/site/finance/about/divisions.page,Divisions - Department of Finance,1094,1309,86.1
Nov-15,http://www1.nyc.gov/site/dhs/permanency/cityfeps.page,DHS - CITYFEPS,1094,1676,103.24
Nov-15,http://www1.nyc.gov/site/olr/fsa/fsa-msc-buy-out-waiver-faqs.page,fsa-msc-buy-out-waiver-faqs,1094,1270,127.15
Nov-15,http://www1.nyc.gov/assets/finance/jump/property-maps/qn_fy16final.html,Queens TC1 One Two Three Family House Search,1093,1470,156.85
Nov-15,http://www.nyc.gov/html/fdny/html/history/maltese_cross.shtml,FDNY - History of the Maltese Cross,1092,1215,346.3
Nov-15,http://www.nyc.gov/html/dot/html/infrastructure/williamsburg-bridge.shtml,NYC DOT - Williamsburg Bridge,1092,1282,163.88
Nov-15,http://www1.nyc.gov/site/hpd/renters/resources.page,HPD - Renters - Resources,1091,1483,66.66
Nov-15,http://www.nyc.gov/html/dcas/html/work/nycservice.shtml,DCAS - Work for the City - NYC Service Fellowship,1091,1926,69.16
Nov-15,http://www.nyc.gov/html/sbs/html/business/business.shtml,SBS - Help for Businesses,1091,1339,64.459999999999994
Nov-15,http://www.nyc.gov/html/doc/html/inmate-information/post-bail.shtml,City of New York Department of Correction,1090,1417,105.97
Nov-15,http://www.nyc.gov/html/nypd/html/community_affairs/community_participation_programs.shtml,NYPD - Community Affairs,1089,1274,183.39
Nov-15,http://www.nyc.gov/html/oath/html/about/about.shtml,OATH - About OATH,1089,1450,43.54
Nov-15,http://www1.nyc.gov/site/hra/about/frequently-asked-questions-faq.page,HRA - Frequently Asked Questions (FAQ),1089,1395,73.3
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_032.shtml,NYPD - Precincts,1087,1242,85.04
Nov-15,http://www.nyc.gov/html/dep/html/air/air_code_related_forms.shtml,Air Permitting Forms and Instructions,1087,1639,327.69
Nov-15,http://www.nyc.gov/html/doi/html/report/complaint.shtml,File a Report/Complaint - Report Corruption - Department of Investigation,1085,1461,108.01
Nov-15,http://www1.nyc.gov/office-of-the-mayor/news/777-15/mayor-de-blasio-council-speaker-mark-viverito-fire-commissioner-nigro-council-member-deutsch-/,Mayor de Blasio Announces Launch of Home Fire Safety Program #GetAlarmedNYC | City of New York,1083,1205,89.5
Nov-15,http://www1.nyc.gov/nyc-resources/service/1269/voting-in-elections,Voting in Elections | City of New York,1083,1413,136.69
Nov-15,http://www1.nyc.gov/nyc-resources/service/2656/unclaimed-funds,Unclaimed Funds | City of New York,1081,1394,180.33
Nov-15,http://www.nyc.gov/html/doh/html/mental/alcohol-drug.shtml,Alcohol and Drug Use,1081,1518,69.5
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_024.shtml,NYPD - Precincts,1080,1273,91.69
Nov-15,http://www.nyc.gov/html/film/html/jobs_training/reel_jobs_list.shtml,"Made in NY - Mayor's Office of Film, Theatre & Broadcasting - About",1079,1555,77.790000000000006
Nov-15,http://www1.nyc.gov/nyc-resources/faq/478/how-do-i-throw-out-paint,How do I throw out paint? | City of New York,1079,1511,61.76
Nov-15,http://www.nyc.gov/html/omb/html/career/career.shtml,Career Opportunities - NYC Office of Management & Budget,1079,2010,160.28
Nov-15,http://www.nyc.gov/html/doi/html/marshals/judgements.shtml,Marshals Judgements FAQ - Marshals - Department of Investigation,1079,1284,199.48
Nov-15,http://www.nyc.gov/html/hia/html/get_health_insurance/coverage_at_a_glance.shtml,Coverage At A Glance,1079,1288,27.06
Nov-15,http://www.nyc.gov/html/doh/html/living/nyc-condoms.shtml,What To Expect at a Visit to an HIV/STD Clinic,1078,1450,42.77
Nov-15,http://www1.nyc.gov/site/nycha/residents/community-centers-space-rental.page,NYCHA - Community Centers Space Rental,1077,1736,80.19
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_079.shtml,NYPD - Precincts,1077,1281,119.69
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_060.shtml,NYPD - Precincts,1073,1247,105.47
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_103.shtml,NYPD - Precincts,1073,1251,91.77
Nov-15,http://www1.nyc.gov/site/olr/financialplanning/financial-planning-seminars.page,dcp-financial-planning-seminars,1073,1961,124.15
Nov-15,http://www1.nyc.gov/nycbusiness/status,,1072,1512,96.82
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_083.shtml,NYPD - Precincts,1071,1271,109.52
Nov-15,http://www.nyc.gov/html/dcp/html/lucds/cdstart.shtml,District Profiles - New York City Department of City Planning,1070,1342,88.66
Nov-15,http://www.nyc.gov/html/tlc/html/news/press.shtml,NYC Taxi & Limousine Commission - Press Releases,1069,1381,72.45
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_110.shtml,NYPD - Precincts,1069,1250,105.47
Nov-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_049.shtml,NYPD - Precincts,1068,1254,103.79
Nov-15,http://www.nyc.gov/html/dcp/html/census/demo_tables_2010.shtml,Population - New York City Department of City Planning,1066,1864,144.27000000000001
